action,ticker,date,price,shares,invest,regime,rank_score,rs_score,sigma,mu,sigma_mult,source,order_type,confidence,kelly_target_pct,attribution_version,source_job,source_task,order_source,panel_score,expected_return,score_snapshot,decision_inputs,event_id,gross_pnl,proceeds_basis,net_pnl_after_tax,pnl_pct,hold_days,tax,exit_reason,partial,exit_signal_reason,exit_stop_loss_pct,exit_stop_n_sigma,exit_max_single_day_loss_pct,exit_sdl_n_sigma,exit_trailing_stop_trigger_pct,exit_trailing_stop_trail_pct,exit_atr_n_multiplier,exit_max_hold_days
sell,GLD,2025-10-10,369.04617111816407,18.0,,CHOPPY,,,,,,ExitPipeline,SELL_max_hold,0.5,,exit_decision_v1,TickerSellJob,max_hold,TickerSellJob.max_hold,,,"{'rank_score': 0.5259713447342691, 'panel_score': -0.1283266693353653, 'mu': 0.013813235571968835, 'sigma': 0.1436993341046105, 'kelly_target_pct': 0.075, 'confidence': 0.5, 'regime': 'CHOPPY'}","{'acceptance_reason': 'max_hold', 'exit_reason': 'max_hold', 'signal_reason': 'max_hold days=51', 'partial': False, 'quantity': None, 'hold_days': 51, 'pnl_pct': 0.1965637377436265, 'stop_loss_pct': 0.08, 'stop_n_sigma': None, 'max_single_day_loss_pct': 0.06, 'sdl_n_sigma': None, 'trailing_stop_trigger_pct': 0.15, 'trailing_stop_trail_pct': 0.1, 'atr_n_multiplier': None, 'max_hold_days': 40}",223,1091.2412478515635,5551.58983227539,545.6206239257817,0.1965637377436265,51.0,545.6206239257817,max_hold,False,max_hold days=51,0.08,,0.06,,0.15,0.1,,40.0
sell,MO,2025-10-10,66.52669291534424,97.0,,CHOPPY,,,,,,ExitPipeline,SELL_max_hold,0.5,,exit_decision_v1,TickerSellJob,max_hold,TickerSellJob.max_hold,,,"{'rank_score': 0.49208502680212984, 'panel_score': -0.2613992989063263, 'mu': 0.0018666087566501597, 'sigma': 0.1803232439704902, 'kelly_target_pct': 0.028702510200181365, 'confidence': 0.5, 'regime': 'CHOPPY'}","{'acceptance_reason': 'max_hold', 'exit_reason': 'max_hold', 'signal_reason': 'max_hold days=44', 'partial': False, 'quantity': None, 'hold_days': 44, 'pnl_pct': 0.001556792192234138, 'stop_loss_pct': 0.08, 'stop_n_sigma': None, 'max_single_day_loss_pct': 0.06, 'sdl_n_sigma': None, 'trailing_stop_trigger_pct': 0.15, 'trailing_stop_trail_pct': 0.1, 'atr_n_multiplier': None, 'max_hold_days': 40}",224,10.030503492737807,6443.058709295654,5.015251746368904,0.001556792192234138,44.0,5.015251746368904,max_hold,False,max_hold days=44,0.08,,0.06,,0.15,0.1,,40.0
buy,GLD,2025-10-17,389.0677882324219,14.0,5446.949035253907,BULL_CALM,0.5226970818568675,0.0,0.15923335841025435,0.012659918047282101,,qp,QP_BUY,0.5,0.075,order_attribution_v1,JointPortfolioQPJob,JointPortfolioQPTask,JointPortfolioQPJob.JointPortfolioQPTask,-0.14120613038539886,,"{'rank_score': 0.5226970818568675, 'panel_score': -0.14120613038539886, 'rs_score': 0.0, 'mu': 0.012659918047282101, 'sigma': 0.15923335841025435, 'kelly_target_pct': 0.075, 'expected_return': 0.012659918047282101, 'confidence': 0.5, 'regime': 'BULL_CALM'}","{'delta_w': 0.053224977388190424, 'target_w': 0.053224977388190424, 'solver_status': 'optimal', 'acceptance_reason': 'qp_target_weight_increase', 'order_type': 'QP_BUY', 'source_job': 'JointPortfolioQPJob', 'source_task': 'JointPortfolioQPTask'}",225,,,,,,,,,,,,,,,,,
buy,LMT,2025-10-17,495.24902389526363,15.0,7428.735358428955,BULL_CALM,0.5268930817889346,0.05603938503907768,0.142369792823615,0.014137890104028486,,qp,QP_BUY,0.5,0.075,order_attribution_v1,JointPortfolioQPJob,JointPortfolioQPTask,JointPortfolioQPJob.JointPortfolioQPTask,-0.12470010668039322,,"{'rank_score': 0.5268930817889346, 'panel_score': -0.12470010668039322, 'rs_score': 0.05603938503907768, 'mu': 0.014137890104028486, 'sigma': 0.142369792823615, 'kelly_target_pct': 0.075, 'expected_return': 0.014137890104028486, 'confidence': 0.5, 'regime': 'BULL_CALM'}","{'delta_w': 0.07207717924718857, 'target_w': 0.07207717924718857, 'solver_status': 'optimal', 'acceptance_reason': 'qp_target_weight_increase', 'order_type': 'QP_BUY', 'source_job': 'JointPortfolioQPJob', 'source_task': 'JointPortfolioQPTask'}",226,,,,,,,,,,,,,,,,,
buy,BMY,2025-10-20,43.59871815261841,125.0,5449.839769077301,BULL_CALM,0.52963689024691,0.0,0.2602371678267171,0.015104221746703351,,qp,QP_BUY,0.5,0.075,order_attribution_v1,JointPortfolioQPJob,JointPortfolioQPTask,JointPortfolioQPJob.JointPortfolioQPTask,-0.11389811336994171,,"{'rank_score': 0.52963689024691, 'panel_score': -0.11389811336994171, 'rs_score': 0.0, 'mu': 0.015104221746703351, 'sigma': 0.2602371678267171, 'kelly_target_pct': 0.075, 'expected_return': 0.015104221746703351, 'confidence': 0.5, 'regime': 'BULL_CALM'}","{'delta_w': 0.05232962066556744, 'target_w': 0.05232962066556744, 'solver_status': 'optimal', 'acceptance_reason': 'qp_target_weight_increase', 'order_type': 'QP_BUY', 'source_job': 'JointPortfolioQPJob', 'source_task': 'JointPortfolioQPTask'}",227,,,,,,,,,,,,,,,,,
buy,PM,2025-10-20,158.09160955810546,42.0,6639.84760144043,BULL_CALM,0.528228169920301,0.0,0.21517630761961828,0.014608089801587173,,qp,QP_BUY,0.5,0.075,order_attribution_v1,JointPortfolioQPJob,JointPortfolioQPTask,JointPortfolioQPJob.JointPortfolioQPTask,-0.11944404989480972,,"{'rank_score': 0.528228169920301, 'panel_score': -0.11944404989480972, 'rs_score': 0.0, 'mu': 0.014608089801587173, 'sigma': 0.21517630761961828, 'kelly_target_pct': 0.075, 'expected_return': 0.014608089801587173, 'confidence': 0.5, 'regime': 'BULL_CALM'}","{'delta_w': 0.06443151023099959, 'target_w': 0.06443151023099959, 'solver_status': 'optimal', 'acceptance_reason': 'qp_target_weight_increase', 'order_type': 'QP_BUY', 'source_job': 'JointPortfolioQPJob', 'source_task': 'JointPortfolioQPTask'}",228,,,,,,,,,,,,,,,,,
buy,IBM,2025-10-21,282.10639779052735,18.0,5077.915160229492,BULL_CALM,0.5219834141755282,0.007057159129345569,0.24202290125106535,0.012408518818503063,,qp,QP_BUY,0.5,0.075,order_attribution_v1,JointPortfolioQPJob,JointPortfolioQPTask,JointPortfolioQPJob.JointPortfolioQPTask,-0.14401236176490784,,"{'rank_score': 0.5219834141755282, 'panel_score': -0.14401236176490784, 'rs_score': 0.007057159129345569, 'mu': 0.012408518818503063, 'sigma': 0.24202290125106535, 'kelly_target_pct': 0.075, 'expected_return': 0.012408518818503063, 'confidence': 0.5, 'regime': 'BULL_CALM'}","{'delta_w': 0.05103578833033266, 'target_w': 0.05103578833033266, 'solver_status': 'optimal', 'acceptance_reason': 'qp_target_weight_increase', 'order_type': 'QP_BUY', 'source_job': 'JointPortfolioQPJob', 'source_task': 'JointPortfolioQPTask'}",229,,,,,,,,,,,,,,,,,
buy,ABBV,2025-10-22,228.7257286743164,24.0,5489.417488183593,BULL_CALM,0.5201907791603423,-0.03066475221756515,0.2250949741939574,0.01177700392921811,,qp,QP_BUY,0.5355137426716008,0.08032706140074011,order_attribution_v1,JointPortfolioQPJob,JointPortfolioQPTask,JointPortfolioQPJob.JointPortfolioQPTask,-0.15105979144573212,,"{'rank_score': 0.5201907791603423, 'panel_score': -0.15105979144573212, 'rs_score': -0.03066475221756515, 'mu': 0.01177700392921811, 'sigma': 0.2250949741939574, 'kelly_target_pct': 0.08032706140074011, 'expected_return': 0.01177700392921811, 'confidence': 0.5355137426716008, 'regime': 'BULL_CALM'}","{'delta_w': 0.053777068894283436, 'target_w': 0.053777068894283436, 'solver_status': 'optimal', 'acceptance_reason': 'qp_target_weight_increase', 'order_type': 'QP_BUY', 'source_job': 'JointPortfolioQPJob', 'source_task': 'JointPortfolioQPTask'}",230,,,,,,,,,,,,,,,,,
buy,CVS,2025-10-23,81.08621369476319,79.0,6405.810881886292,BULL_CALM,0.5251717199775121,0.0,0.2151687429646399,0.013531589956828783,,qp,QP_BUY,0.5366866245286613,0.0805029936792992,order_attribution_v1,JointPortfolioQPJob,JointPortfolioQPTask,JointPortfolioQPJob.JointPortfolioQPTask,-0.13147267699241638,,"{'rank_score': 0.5251717199775121, 'panel_score': -0.13147267699241638, 'rs_score': 0.0, 'mu': 0.013531589956828783, 'sigma': 0.2151687429646399, 'kelly_target_pct': 0.0805029936792992, 'expected_return': 0.013531589956828783, 'confidence': 0.5366866245286613, 'regime': 'BULL_CALM'}","{'delta_w': 0.061990040736091226, 'target_w': 0.061990040736091226, 'solver_status': 'optimal', 'acceptance_reason': 'qp_target_weight_increase', 'order_type': 'QP_BUY', 'source_job': 'JointPortfolioQPJob', 'source_task': 'JointPortfolioQPTask'}",231,,,,,,,,,,,,,,,,,
buy,HLT,2025-10-23,267.68353088378905,22.0,5889.037679443359,BULL_CALM,0.5231344957262228,0.0,0.21837122178399454,0.012814003081939687,,qp,QP_BUY,0.5366866245286613,0.0805029936792992,order_attribution_v1,JointPortfolioQPJob,JointPortfolioQPTask,JointPortfolioQPJob.JointPortfolioQPTask,-0.139486163854599,,"{'rank_score': 0.5231344957262228, 'panel_score': -0.139486163854599, 'rs_score': 0.0, 'mu': 0.012814003081939687, 'sigma': 0.21837122178399454, 'kelly_target_pct': 0.0805029936792992, 'expected_return': 0.012814003081939687, 'confidence': 0.5366866245286613, 'regime': 'BULL_CALM'}","{'delta_w': 0.05908550312497805, 'target_w': 0.05908550312497805, 'solver_status': 'optimal', 'acceptance_reason': 'qp_target_weight_increase', 'order_type': 'QP_BUY', 'source_job': 'JointPortfolioQPJob', 'source_task': 'JointPortfolioQPTask'}",232,,,,,,,,,,,,,,,,,
buy,MO,2025-10-24,64.6829321685791,86.0,5562.732166497803,BULL_CALM,0.5203995795168942,0.0,0.16513039697149445,0.01185056653294248,,qp,QP_BUY,0.5230977029194146,0.07846465543791219,order_attribution_v1,JointPortfolioQPJob,JointPortfolioQPTask,JointPortfolioQPJob.JointPortfolioQPTask,-0.15023916959762573,,"{'rank_score': 0.5203995795168942, 'panel_score': -0.15023916959762573, 'rs_score': 0.0, 'mu': 0.01185056653294248, 'sigma': 0.16513039697149445, 'kelly_target_pct': 0.07846465543791219, 'expected_return': 0.01185056653294248, 'confidence': 0.5230977029194146, 'regime': 'BULL_CALM'}","{'delta_w': 0.05362904586591532, 'target_w': 0.05362904586591532, 'solver_status': 'optimal', 'acceptance_reason': 'qp_target_weight_increase', 'order_type': 'QP_BUY', 'source_job': 'JointPortfolioQPJob', 'source_task': 'JointPortfolioQPTask'}",233,,,,,,,,,,,,,,,,,
sell,GLD,2025-10-27,366.9366077636719,14.0,,BULL_VOLATILE,,,,,,ExitPipeline,SELL_stop_loss,0.5,,exit_decision_v1,TickerSellJob,stop_loss,TickerSellJob.stop_loss,,,"{'rank_score': 0.5195365751996078, 'panel_score': -0.15363092720508575, 'mu': 0.011546520861501427, 'sigma': 0.17032198609797308, 'kelly_target_pct': 0.1, 'confidence': 0.5, 'regime': 'BULL_VOLATILE'}","{'acceptance_reason': 'stop_loss', 'exit_reason': 'stop_loss', 'signal_reason': 'stop_loss loss=5.7% ≥ 5.0% (abs=5.0% / σN=0.0%)', 'partial': False, 'quantity': None, 'hold_days': 10, 'pnl_pct': -0.056882582259750875, 'stop_loss_pct': 0.05, 'stop_n_sigma': None, 'max_single_day_loss_pct': 0.06, 'sdl_n_sigma': None, 'trailing_stop_trigger_pct': 0.2, 'trailing_stop_trail_pct': 0.1, 'atr_n_multiplier': None, 'max_hold_days': 500}",234,-309.8365265625007,5446.949035253907,-309.8365265625007,-0.056882582259750875,10.0,0.0,stop_loss,False,stop_loss loss=5.7% ≥ 5.0% (abs=5.0% / σN=0.0%),0.05,,0.06,,0.2,0.1,,500.0
sell,PM,2025-10-28,149.78003555908202,42.0,,BULL_VOLATILE,,,,,,ExitPipeline,SELL_stop_loss,0.5,,exit_decision_v1,TickerSellJob,stop_loss,TickerSellJob.stop_loss,,,"{'rank_score': 0.5153888195145864, 'panel_score': -0.16992801427841187, 'mu': 0.010085086686419656, 'sigma': 0.22557521357156152, 'kelly_target_pct': 0.09909845540794154, 'confidence': 0.5, 'regime': 'BULL_VOLATILE'}","{'acceptance_reason': 'stop_loss', 'exit_reason': 'stop_loss', 'signal_reason': 'stop_loss loss=5.2% ≥ 5.0% (abs=5.0% / σN=0.0%)', 'partial': False, 'quantity': None, 'hold_days': 8, 'pnl_pct': -0.05257441569641668, 'stop_loss_pct': 0.05, 'stop_n_sigma': None, 'max_single_day_loss_pct': 0.06, 'sdl_n_sigma': None, 'trailing_stop_trigger_pct': 0.2, 'trailing_stop_trail_pct': 0.1, 'atr_n_multiplier': None, 'max_hold_days': 500}",235,-349.08610795898494,6639.84760144043,-349.08610795898494,-0.05257441569641668,8.0,0.0,stop_loss,False,stop_loss loss=5.2% ≥ 5.0% (abs=5.0% / σN=0.0%),0.05,,0.06,,0.2,0.1,,500.0
buy,JNJ,2025-10-30,189.08781305236815,34.0,6428.985643780517,BULL_CALM,0.5182528914909748,0.008755248952707628,0.12462765357777514,0.011094265331266565,,qp,QP_BUY,0.5,0.075,order_attribution_v1,JointPortfolioQPJob,JointPortfolioQPTask,JointPortfolioQPJob.JointPortfolioQPTask,-0.15867602825164795,,"{'rank_score': 0.5182528914909748, 'panel_score': -0.15867602825164795, 'rs_score': 0.008755248952707628, 'mu': 0.011094265331266565, 'sigma': 0.12462765357777514, 'kelly_target_pct': 0.075, 'expected_return': 0.011094265331266565, 'confidence': 0.5, 'regime': 'BULL_CALM'}","{'delta_w': 0.06332180746276743, 'target_w': 0.06332180746276743, 'solver_status': 'optimal', 'acceptance_reason': 'qp_target_weight_increase', 'order_type': 'QP_BUY', 'source_job': 'JointPortfolioQPJob', 'source_task': 'JointPortfolioQPTask'}",236,,,,,,,,,,,,,,,,,
sell,MO,2025-10-31,56.368725067901615,86.0,,BULL_VOLATILE,,,,,,ExitPipeline,SELL_stop_loss,0.5,,exit_decision_v1,TickerSellJob,stop_loss,TickerSellJob.stop_loss,,,"{'rank_score': 0.5061228863187922, 'panel_score': -0.20630767941474915, 'mu': 0.006819016498235443, 'sigma': 0.16790111205295877, 'kelly_target_pct': 0.1, 'confidence': 0.5, 'regime': 'BULL_VOLATILE'}","{'acceptance_reason': 'stop_loss', 'exit_reason': 'stop_loss', 'signal_reason': 'stop_loss loss=12.8% ≥ 5.0% (abs=5.0% / σN=0.0%)', 'partial': False, 'quantity': None, 'hold_days': 7, 'pnl_pct': -0.12853788197184204, 'stop_loss_pct': 0.05, 'stop_n_sigma': None, 'max_single_day_loss_pct': 0.06, 'sdl_n_sigma': None, 'trailing_stop_trigger_pct': 0.2, 'trailing_stop_trail_pct': 0.1, 'atr_n_multiplier': None, 'max_hold_days': 500}",237,-715.0218106582633,5562.732166497803,-715.0218106582633,-0.12853788197184204,7.0,0.0,stop_loss,False,stop_loss loss=12.8% ≥ 5.0% (abs=5.0% / σN=0.0%),0.05,,0.06,,0.2,0.1,,500.0
buy,AAPL,2025-11-03,269.1037977905273,21.0,5651.179753601074,BULL_CALM,0.5299096534499136,-0.0016051876277769495,0.23166870830462793,0.015200281869448594,,qp,QP_BUY,0.5,0.075,order_attribution_v1,JointPortfolioQPJob,JointPortfolioQPTask,JointPortfolioQPJob.JointPortfolioQPTask,-0.1128239780664444,,"{'rank_score': 0.5299096534499136, 'panel_score': -0.1128239780664444, 'rs_score': -0.0016051876277769495, 'mu': 0.015200281869448594, 'sigma': 0.23166870830462793, 'kelly_target_pct': 0.075, 'expected_return': 0.015200281869448594, 'confidence': 0.5, 'regime': 'BULL_CALM'}","{'delta_w': 0.057546109884513426, 'target_w': 0.057546109884513426, 'solver_status': 'optimal', 'acceptance_reason': 'qp_target_weight_increase', 'order_type': 'QP_BUY', 'source_job': 'JointPortfolioQPJob', 'source_task': 'JointPortfolioQPTask'}",238,,,,,,,,,,,,,,,,,
buy,ROST,2025-11-04,162.26244172668456,37.0,6003.710343887328,BULL_CALM,0.5262685002542957,0.0,0.20674848408707988,0.013917900351945902,,qp,QP_BUY,0.5112736999464894,0.07669105499197341,order_attribution_v1,JointPortfolioQPJob,JointPortfolioQPTask,JointPortfolioQPJob.JointPortfolioQPTask,-0.1271575540304184,,"{'rank_score': 0.5262685002542957, 'panel_score': -0.1271575540304184, 'rs_score': 0.0, 'mu': 0.013917900351945902, 'sigma': 0.20674848408707988, 'kelly_target_pct': 0.07669105499197341, 'expected_return': 0.013917900351945902, 'confidence': 0.5112736999464894, 'regime': 'BULL_CALM'}","{'delta_w': 0.059454070524917135, 'target_w': 0.059454070524917135, 'solver_status': 'optimal', 'acceptance_reason': 'qp_target_weight_increase', 'order_type': 'QP_BUY', 'source_job': 'JointPortfolioQPJob', 'source_task': 'JointPortfolioQPTask'}",239,,,,,,,,,,,,,,,,,
